x	Y_20181208_15693_1_5g	Y_20181208_15693_1_8g	Y_20181208_15693_10_11g	Y_20181208_15693_10_13g	Y_20181208_15693_10_1g	Y_20181208_15693_10_20g	Y_20181208_15693_10_7g	Y_20181208_15693_11_10g	Y_20181208_15693_11_13g	Y_20181208_15693_11_2g	Y_20181208_15693_11_4g	Y_20181208_15693_12_1g	Y_20181208_15693_12_2g	Y_20181208_15693_12_3g	Y_20181208_15693_12_7g	Y_20181208_15693_13_12g	Y_20181208_15693_13_2g	Y_20181208_15693_13_9g	Y_20181208_15693_14_10g	Y_20181208_15693_14_4g	Y_20181208_15693_14_8g	Y_20181208_15693_15_11g	Y_20181208_15693_15_13g	Y_20181208_15693_15_14g	Y_20181208_15693_16_4g	Y_20181208_15693_17_11g	Y_20181208_15693_17_3g	Y_20181208_15693_17_6g	Y_20181208_15693_17_8g	Y_20181208_15693_18_5g	Y_20181208_15693_19_6g	Y_20181208_15693_2_1g	Y_20181208_15693_2_5g	Y_20181208_15693_20_1g	Y_20181208_15693_20_2g	Y_20181208_15693_20_3g	Y_20181208_15693_4_5g	Y_20181208_15693_5_10g	Y_20181208_15693_5_13g	Y_20181208_15693_5_9g	Y_20181208_15693_6_4g	Y_20181208_15693_6_9g	Y_20181208_15693_7_11g	Y_20181208_15693_7_3g	Y_20181208_15693_8_11g	Y_20181208_15693_8_12g	Y_20181208_15693_8_5g	Y_20181208_15693_8_6g	Y_20181208_15693_9_12g	Y_20181208_15693_9_3g	Y_20181208_15693_9_9g	Y_20181208_15693b_1_10g	Y_20181208_15693b_1_13g	Y_20181208_15693b_1_2g	Y_20181208_15693b_1_6g	Y_20181208_15693b_10_10g	Y_20181208_15693b_10_11g	Y_20181208_15693b_10_13g	Y_20181208_15693b_10_14g	Y_20181208_15693b_10_6g	Y_20181208_15693b_11_10g	Y_20181208_15693b_11_15g	Y_20181208_15693b_12_12g	Y_20181208_15693b_13_7g	Y_20181208_15693b_2_14g	Y_20181208_15693b_2_4g	Y_20181208_15693b_2_5g	Y_20181208_15693b_2_6g	Y_20181208_15693b_3_10g	Y_20181208_15693b_3_11g	Y_20181208_15693b_3_14g	Y_20181208_15693b_3_16g	Y_20181208_15693b_3_3g	Y_20181208_15693b_4_10g	Y_20181208_15693b_4_16g	Y_20181208_15693b_4_4g	Y_20181208_15693b_4_6g	Y_20181208_15693b_5_10g	Y_20181208_15693b_5_13g	Y_20181208_15693b_5_21g	Y_20181208_15693b_5_22g	Y_20181208_15693b_5_2g	Y_20181208_15693b_6_3g	Y_20181208_15693b_6_8g	Y_20181208_15693b_7_15g	Y_20181208_15693b_8_12g	Y_20181208_15693b_8_18g	Y_20181208_15693b_8_19g	Y_20181208_15693b_8_1g	Y_20181208_15693b_8_20g	Y_20181208_15693b_8_30g	Y_20181208_15693b_8_5g	Y_20181208_15693b_9_12g	Y_20181208_15693b_9_13g	Y_20181208_15693b_9_14g	Y_20181208_15693b_9_4g
1.3342	26935.0801	31543.2773	33788.1602	27426.8926	30617.416	31612.0566	32232.6934	28435.9434	31261.4473	28647.8145	33838.5781	32586.3789	27556.8789	30493.5059	29608.6562	29214.7305	28808.0527	29127.3574	55665.4922	27035.7422	81754.4922	30279.8418	32159.8652	31647.7578	29321.5781	31181.0605	33183.0898	38907.9219	31871.6035	34997.0234	32397.3867	30398.5137	33966.8438	32435.8066	36187.793	33961.3906	36303.1367	37838.9414	32628.8789	37284.9258	33987.9414	28110.1562	31060.9219	34345.5312	28362.0312	25164.2598	35995.2422	31344.8145	31117.3125	37155.0039	43765.5898	35576.1875	34453.4805	33796.2812	33104.8125	37893.3711	35815.2539	40020.9336	32657.2559	31741.4434	33056.5469	29794.5352	39032.1875	29393.7285	34576.2109	33842.8867	44271.1992	68666.5391	30051.2578	31068.8223	30580.7871	34669.9062	29592.3242	30307.8125	28041.584	31412.2344	27865.3223	30353.0469	55473.0703	30867.7129	35069.5078	30337.2168	33559.0352	33393.082	38393.3672	36925.7891	31569.1738	33020.1016	25892.2676	33983.793	31659.8008	33094.8555	29777.4258	32225.7129	30815.998	31404.6074
1.4676	27920.998	32839.9609	40349.7305	27745.9961	32170.6152	33926.1016	36552.6367	31294.2617	30580.1328	31007.7363	43207.6641	37003.9883	27755.8027	31739.7617	31513.7012	31299.9023	29484.2598	30499.875	74684.7188	29037.502	86858.7656	33104.6875	31261.5488	34518.9883	29736.0781	30679.2734	40483.8203	36795.5508	34611.6172	38292.4727	33454.3828	30381.1367	39050.6953	32484.3066	40385.8906	36639.9531	41631.2969	47673.4375	32500.5117	41793.5547	36413.6758	29121.3555	30965.5469	41287.3672	30343.002	26526.0469	40631.0469	34186.5352	31846.6445	49756.0625	54866.8984	42540.5195	36090.0664	33532.7227	34202.8594	45455.6367	40461.2812	48242.543	35522.7695	35340.1406	34422.1367	31144.3789	46209.8359	29876.9609	34489.8281	36018.3086	65265.3594	104564.375	29543.873	32028.0371	30060.2422	34524.8242	31828.4609	30784.1309	30788.8262	31810.9824	28533.3594	35650.5508	62615.8086	32412.2129	39785.6523	35540.7227	38164.918	37580.707	47027.5156	43387.5469	32706.5977	39012.0625	26314.5684	38988.2148	43022.6367	35561.6328	30471.7637	34408.6328	32928.1797	33288.9141
1.6011	31593.834	34174.1992	53344.7266	26895.6641	35118.582	38063.3438	44419.2422	35879.8906	32420.0449	34339.3047	62344.793	45709.4844	30037.8594	35424.3516	33393.625	32776.3164	33402.9141	30995.082	75007.5938	28859.8984	63915.7812	32693.9199	31397.0684	38798.5	30276.2598	31844.5039	61112.0742	32155.6875	36793.8984	49165.5977	37671.1523	32779.2773	52449.0156	33623.1133	48044.3359	39939.9844	57596.1406	69663.7734	33895.3477	54261.0195	46686.2695	30045.0059	31393.3867	46267.4453	34981.3477	25721.6367	53176.3828	42826.5508	34296.1445	71139.6406	83219.2969	55688.2578	37666.4258	32365.6621	37131.793	62628	51032.6094	65567.9453	48280.2227	43126.2891	41613.7773	37961.0195	60097.5469	30881.3633	34904.7344	39535.1172	94804.1406	107312.0859	29663.1172	32920.2773	32880.4766	37576.4102	37805.5117	30140.4102	36210.6367	34253.9688	30223.2285	44745.6328	51177.1953	35823.8164	48549.4727	43981.2148	48221.6445	44052.9648	64761.0586	66466.0391	35731.5156	49337.168	26367.9297	52919.6445	61983.3281	41589.418	31444.3594	41699.5273	31813.0684	35552.5977
1.7345	34403.793	35806.0195	77441.6875	27242.4199	46990.6875	50570.4805	61917.8594	46678.875	32281.5176	44599.875	74657.5625	53034.457	31995.7578	44619.4219	36048.1953	35691.1367	48030.7734	32840.1484	55316.3789	31042.7832	47171.2422	33891.3633	34095.7734	52972.6094	31037.1934	35319.582	78635.4297	29163.332	41610.7148	70770.5078	51568.6797	40354.1094	73457.4688	41913.5234	48179.6797	47404.9258	91182.3438	94183.2266	34545.043	78323.6797	70977.1172	33389.625	32697.9297	41531.0898	47494.8711	30781.1777	71709.8594	60242.5977	38441.043	85916.9688	112911.6719	83887.2031	42473.5195	33275.4531	46319.9414	93499.0859	73810.7734	97910.9531	70606.2578	64555.3438	57370.6875	50372.5273	64488.1445	32504.1191	37336.7148	51118.6602	96989.8438	77257.3438	31447.3789	43046.1055	38512.9766	45834.1875	50147.9414	31462.6172	47731.8398	38500.293	37004.3828	56645.2227	40589.3672	47665.5352	69292.3125	65157.7422	68283.7031	61402.9453	96743.625	91442.3359	43264.4648	69410.1797	31183.1191	79951.2031	81638.1484	51215.7188	32082.0918	63053.1523	34713.3984	41247.1992
1.8679	46146.4375	45874.8281	89468.6562	27437.3359	62424.7461	71011.9688	73146.75	69920.4219	37279.3008	52280.8164	62452.0938	47739.6289	37571.9297	68636.7734	52052.418	44194.9727	71924.1953	37067.3438	41350.5469	34342.4766	41324.0312	38537.582	33372.9102	81383.0625	33585.7539	42527.1875	73070.4844	30344.7012	57405.0703	111926.125	71081.6328	50592.9492	90472.1172	54686.875	40325.2422	67356.6953	118117.7031	89036	36079.8906	93502.8516	95744.0781	38810.8281	37981.6523	36598.7852	70409.9531	38354.8047	69138.2266	73591.2344	51520.9727	66882.5	105879.4766	102173.3672	54684.4883	34853.2656	63300.7461	99343.4922	92813.6094	106349.6328	87748.5391	88803.6641	90400.4141	56685.8594	51088.4766	36807.0625	42962.3594	68586.5547	69782.1406	46309.3906	32013.3965	57587.7031	48844.2266	60453.5859	62211.9102	33570.4219	79907.5078	47450.6133	49791.2461	55342.7539	36577.1016	73387.9375	80731.7969	89996.25	86521.3672	92059.7656	123388.8359	91373.5703	63949.957	84010.9453	36265.9141	98184.7656	77354.6562	74114.7188	31800.8789	90662.7891	40597.707	61033.7891
2.0013	62968.7891	66537.8594	70757.3672	27512.332	66462.5	74674.8047	59084.3281	90170.7812	48477.0586	50150.5234	43500.0781	43836.7812	49606.4648	94796.9922	69782.0859	61309.4922	82726.9219	36246.0859	35544.4297	44337.3594	35718.9062	48411.3203	33983.5352	105175.7109	39008.3984	57608.5391	52940.7695	32619.9941	78037.1094	127374.5938	70527.4688	55020.0391	81547.3516	83620.1719	37773.6367	101682.4297	102845.1875	63447.0898	41869.9922	76716.1797	91819.8281	54030.9297	46775.6875	33345.2305	90628.8984	51493.0547	50933.1484	62383.375	75478.5156	47685.8242	65471.043	82319.0312	74518.4297	41487.3359	86625.5234	71859.7891	87852.8594	76204.2578	77931.0703	89406.5391	114044.1719	50036.8867	41729.6289	46371.7148	57729.6094	72558.4609	50041.9609	35304.2227	34948.9219	64872.6953	62556.9609	73107.625	58539.5938	37725.4062	110307.6172	59889.9375	63889.7734	42992.1445	34264.8398	102961.5	65506.3125	93467.7734	74194.9844	103427.5547	102788.5078	63874.9688	90355.8359	74764.2422	49789.668	83198.4062	56136.5977	82520.375	33626.7852	93382.3203	54605.7461	82793.3516
2.1347	65490.9297	101584.8281	46364.9961	26907.9668	50905.7344	56253.6445	42787.543	78206.4062	71739.9453	39449.1641	32983.7266	42357.7656	73987	91914.1953	68872.25	83345.8594	61980.6719	33209.4258	31551.0273	62960.6445	NaN	71462.9141	37834.7734	87437.1094	54441.0938	65340.7422	41172.6758	34734.4062	88764.0859	94718.6484	51440.2773	42325.0859	55552.5078	112542.3438	37879.9922	127088.4766	66356.3047	46033.1719	59223.7539	52720.8711	63178.9727	72395.7188	65241.2852	30949.0098	79524.9141	55238.6445	38703.2305	42611.625	105009.7734	38286.8164	45995.7344	54108.6484	76768.9844	54574.3984	88217.6797	49771.6484	59431.6445	54807.4531	52744.3789	63002.0977	97401	41886.8672	36304.8594	67744.7891	70240.6406	54857.625	NaN	31699.8066	45373.4961	49644.8555	62229.043	65156.1328	46354.2969	50063.4883	108846.9609	59384.1406	62306.7422	33841.0625	33537.8906	96546.0938	48602.2812	69832.9062	52000.1875	77244.8281	62880.1445	43971.0664	92872.625	52420.9688	61803.0469	56046.5195	36762.9062	63809.8086	38534.2422	72266.5312	86742.2422	82743.0859
2.2682	48913.0312	101083.9922	39006.5703	26619.2578	37968.4297	40520.1523	37637.8867	51761.0586	101545.7891	31084.2773	30355.8418	36275.4102	78373.6328	66866.8828	52504.4531	78842.0938	44193.8516	29531.3711	30962.9043	80967.1953	NaN	90710.1875	48248.9922	56717.582	75960.75	54723.6641	37211.1094	40526.5508	66323.8672	59877.707	42173.8242	35385.5	42056.9102	113043.8984	NaN	97390.7031	45026.0586	40160.6719	89252.25	42182.3633	45872.6523	73893.0625	94887.8359	30808.1758	53352.3047	43828.8438	33836.2148	33879.5352	93869.8438	34910.0391	39855.6523	41190.9766	62710.6992	80634.25	62855.9023	43141.3867	44279.2891	50299.3477	37725.3828	46772.1328	74294.6719	35401.4609	36561.0352	84188.5781	63593.8477	40946.3281	NaN	29919.0449	65168.0859	38884.8359	46029.0508	47992.3672	37322.7656	69222.8984	68460.0312	46772.1602	47449.0703	30008.3496	32685.1914	68666.2422	39157.4102	47725.875	40319.1875	51783.0234	45415.8398	39465.8477	64278.0977	35221	50304.4062	44539.207	32093.4434	43733.1953	47365.7148	49506.5117	116138.7344	58498.8477
2.4016	38285.7383	70185.1094	35975.1016	27930.3984	33276.6406	34262.6484	33703.3125	38736.8164	95391.6172	28860.0645	29440.2793	30467.6582	59225.6406	54827.0625	42053.1445	58216.543	35403.168	28481.8262	NaN	71946.6641	NaN	85558.2812	65255.2891	43013.9414	75997.3125	39517.9883	34749.2227	60307.9297	47600.3242	44490.8984	35907.9688	31545.084	35172.8828	83228.375	NaN	60223.9844	38153.8984	37354.6445	109437.8047	37281.8047	41083.7656	54067.7617	92359.4141	29750.7715	40064.75	34417.2227	33765.9805	30882.4004	60137.2148	34438.9766	37451.1406	38971.3633	53697.9961	89029.0781	43281.4492	38464.1406	38614.3789	45470.6133	NaN	45884.875	62004.2148	32447.1562	34499.6094	69101.2969	48226.6953	34565.9062	NaN	27028.5801	78594.7266	35902.918	36727.4062	39448.0312	34700.5508	75766.3203	45270.1641	36154.3711	43932.8477	27472.1914	NaN	48243.6133	34687.9414	34663.6914	36758.2422	43209.3867	38498.3203	34363.1172	44137.0273	31480.9062	35326.832	41049.7852	29888.6777	37593.5391	65681.5156	39018.5	101282.1719	43918.8516
2.535	34175.6406	45298.1289	33962.7266	29285.959	30308.9688	32076.0156	NaN	33441.4062	65750.3125	28574.9805	28467.5957	NaN	40910.418	NaN	39918.9297	42180.2109	33611.5977	27962.082	NaN	49972.75	NaN	70654.375	64749.7109	37710.7148	54118.9805	34262.3789	32955.2461	90151.0938	38772.4102	40452.4883	35724.8828	30132.1367	33989.7266	52531.5117	NaN	42121.0156	34924.1055	35789.6328	95004.0781	34888.1758	38376.2852	39726.4453	64926.4141	NaN	33238.8555	27052.5762	33265.4297	30431.168	43523.9648	34347.543	36337.3906	40519.7695	48775.2656	66671.4375	38351.3242	37729.3086	33897.543	41965.2539	NaN	NaN	48423.793	32023.6504	34176.6484	47669.4727	39074.9883	31122.3789	NaN	27365.334	68625.3984	33701.1094	33258.4414	35581.5039	30456.6875	62650.2578	34526.2617	34905.4531	47722.4102	27018.0371	NaN	40280.8398	33153.9453	32705.2344	33907.332	43150.7891	34247.707	36807.3906	35080.4922	30836.4844	29357.1543	36012.2969	28933.6582	34055.2266	76831.4531	34458.0703	66448.9922	36220.3594
2.6684	31930.3906	38447.1484	NaN	32045.3438	28083.0059	30309.752	NaN	31134.1699	47399.1016	NaN	28746.9609	NaN	33377.1484	NaN	39418	37688.7266	34354.2344	NaN	NaN	37327.9492	NaN	57022.0742	50710.8711	36173.1797	41831.3203	33305.0312	32584.0645	88395.1953	34764.4102	37591.7266	36910.2578	28917.1641	34191.4297	40341.4023	NaN	40262.3906	34956.7656	34528.3008	73674.4922	33641.4375	38197.1836	35085.6719	45481.2773	NaN	30213.5703	25432.0527	31292.2832	31096.5117	37723.4766	33763.0742	35559.3203	40113.375	48923.6562	47164.332	35608.832	36680.8398	33629.5391	40006.3398	NaN	NaN	38767.8984	32103.0703	NaN	37037.3555	35773.2109	29408.3359	NaN	NaN	49865.4648	31609.6484	NaN	34191.4805	NaN	45815.5781	32769.3711	32575.0137	NaN	26731.707	NaN	36213.6484	31891.6309	29232.1641	NaN	NaN	32738.666	32945.9336	32004.2188	30150.0723	27188.3145	NaN	27998.252	33730.3711	67129.9453	33620.4375	46985.5742	33188.6445
2.8019	28272.3066	35317.8516	NaN	34076.2188	NaN	28305.9824	NaN	30287.0156	39107.4258	NaN	29183.2461	NaN	28566.6484	NaN	34481.418	36274.7227	31051.9883	NaN	NaN	32352.0996	NaN	46185.7539	39688.043	34790.332	36648.3984	32383.4941	NaN	60197.6875	32608.1738	36512.0547	35612.2422	NaN	33626.625	34559.3828	NaN	37577.2852	32958.5703	NaN	61652.3516	NaN	NaN	35024.0078	36906.7422	NaN	30635.9238	25789.4375	NaN	30827.4062	37957.207	NaN	NaN	36610.0117	60697.7266	36658.1719	34885.7578	35033.1211	32739.5762	NaN	NaN	NaN	36045.6758	33037.4766	NaN	35114.125	34320.1523	30785.0625	NaN	NaN	42115.3086	NaN	NaN	NaN	NaN	38681.2539	42159.9844	32099.873	NaN	27025.084	NaN	32708.8047	NaN	27420.1309	NaN	NaN	32483.9609	NaN	30174.2617	29791.6914	26525.4961	NaN	NaN	32860.4062	48406.8125	33037.9258	37521.0078	31765.4609
2.9353	28993.4746	32021.3008	NaN	38666.1719	NaN	29442.1133	NaN	28152.6914	NaN	NaN	NaN	NaN	28229.9629	NaN	NaN	NaN	NaN	NaN	NaN	30610.1309	NaN	40053.8008	34457.9844	NaN	36557.5078	31639.418	NaN	45613.2695	32139.3945	NaN	NaN	NaN	NaN	34460.918	NaN	36716.5039	NaN	NaN	54565.4219	NaN	NaN	39067.2461	NaN	NaN	29177.0996	NaN	NaN	30166.2656	37033.1562	NaN	NaN	NaN	NaN	33203.8047	34273.5625	NaN	NaN	NaN	NaN	NaN	34352.4141	NaN	NaN	32184.9648	32995.5547	NaN	NaN	NaN	39637.8477	NaN	NaN	NaN	NaN	35239.8984	NaN	NaN	NaN	28801.5938	NaN	32452.0938	NaN	NaN	NaN	NaN	NaN	NaN	30074.5293	NaN	26014.8828	NaN	NaN	NaN	39748.9453	NaN	33174.2773	NaN
3.0687	27984.4668	NaN	NaN	40802.4453	NaN	29690.2734	NaN	27242.1328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29628.9941	NaN	36431.3125	32851.6758	NaN	37834.7422	NaN	NaN	38866.1211	NaN	NaN	NaN	NaN	NaN	32194.6699	NaN	37371.4922	NaN	NaN	45334.3594	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32643.8066	NaN	NaN	NaN	NaN	NaN	NaN	32316.7949	NaN	NaN	31966.084	34103.5234	NaN	NaN	NaN	36971.2617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32802.4297	NaN	NaN	NaN	NaN	NaN	NaN	30925.2598	NaN	NaN	NaN	NaN	NaN	39569.5508	NaN	32229.1602	NaN
3.2021	NaN	NaN	NaN	43072.3711	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30899.5117	NaN	NaN	31792.5469	NaN	NaN	NaN	NaN	38252.3086	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31813.6328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31044.1543	33551.3828	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	NaN	NaN	NaN	57700.7109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33540.0898	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32299.4863	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	66546.1719	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	56751.6992	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	39428.9336	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	31893.6406	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	29125.9863	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	28051.0742	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	27144.9121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	26771.9355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
